userId, retention(monthly_activity)
\x000e70abb3337e4221724d645123947c912cc064001876cfec0ed4303fa190f4,1000000000000
\x000e7c09714b196d1174a23a0ff4c848f64082eac96eeb04d65b25200376f0a9,10
\x000eb36cfdd55cf7e032db94702df810dfa4c34fa767e5d18739a752b3a7e9e7,1110001001110
\x000ee150e6b3b5639e85fff3aa4182920b053d0494bb33671cb7d728f990aad5,11111111110
\x000ef4b6f05809429550584e5ef9d23d4fa228103ef4651674a0f72dca1920e1,11100
\x000f61f576808da423bc0f8984e57c974a2d0bc18c6ecb36e6ccaa3d5b8dddfb,111010
\x000fe3b33dcaa870b8e533ef6696bbdc59ae81d98a8f263d92b8a1d1385bd6e2,111110
\x0010c7075650d62001194ea47209bb5dd0160403f2ee5e16fa3b529424a7abc6,1000000
\x0010e96b6de32b93783507769e4af2029cafc235e7d6c9090eeea1a6b82af741,1000000000000
\x0011161da2afdcf01f7f4cc5adc0d24577b677d2be5fcb948cc4c53453fe3335,110
\x00115423ddbfb89edae8bc652d306391ad6f06ab7202586684ec3dc2214d078f,111111111110
\x0011b3584fb1587d0dcc031d9908663d57d15fffb4cb930311a8f48aedb56eef,1111110000000
\x0011dd9c0087342d1a3efa77b1b4a338bb94117e94eec73fbf8a95128a814082,10
\x00125b3da65f7588472eafd9a498e4100a0bd64d241530cca2dbb6037c4239a4,1000
\x0012b42959241d23ddf2697446fdeca827eefbcfd28c1fb4bf429f17145a4f78,1111110000000
\x0012c3ccacef4b6a19d948eb78a45dd3b6535f26ee9e6f4f1bd41ef56063f473,1111111111110
\x0012dfed40a53b2813b0f9b1e7fbd2af98fddeea74dd9a31d965dfb610a49bc6,10
\x00133e1ecb67912865ca824a69d7a38770d6f8a0928f8f74ce1d191719ab872f,111110
\x001394f6880bb7fa9511c28b9bfa560f7e19b852300b892867e33039ff4e43a1,100000000000
\x0013ac61cae781c165efe1fc38f499070bc6914e1d7e459c6e0f7a58bc41c8e8,1111111111110
\x0013d827d127c20a9235595c43190f5851e7be93f217a4d46f5b0dc61304741b,111111111110
\x00140f28c87be94ab2127724a6d0280040e0ee49cbfe938cb46641bee109d5ac,1111111111110
\x00147fb9a559a02a09abe51e89b6c3c79fd177eac905774c036d22b17b35e13e,10
\x0014bca18574e884aa177ea74846f2f70e9c340e1c6744a8ffc356dba17c9895,1111111111110
\x0014ecd469f958cca4ba865b33f53d854943ba1261441c47f09240385289b9ce,111110
\x00150f8226b45c7f859f9a9ffc592f9b179167a8e03e1cd123ac61364c6106cf,1110
\x00152be10ccc28d53b1b9834e7e5d0b2ce406c0eef0bead04d48e617247fbcad,111111111110
\x00158053056ef2b0411c8518f05ba0ed0b19a660a60acf74236cdbf5ba587612,110
\x001601698f745788a241d1a5a7e132d234cd76baf7009d9dcef7a973866cd026,1111111111110
\x0016252f29236187a22f9685aee2529b015dee3c7807dd23f2b06a3c9e0f9bdc,1111111111110
\x00167190c9c18497e577f73eb543be3d690b3b0c70c20850a4e704f0c99bb1a1,11110
\x001694878b68605b6b7c9cc2670cdf9976fa42fe9bba4e253134632001bc2d34,10
\x0016c8178a653828a7d954c073319b7ea9d95542e69ca62e8c083db3042fda58,100
\x0016deb9e7e0829a7d5b3d97c34acadef1c2006e3ae95d1f7a7a5c1bcd211caf,1111110
\x0016fc076b5137257d0c9a51b9fd4429a419d2ebd527a00bda1312abe0a3643c,1010010000000
\x0017a1d4789463049f7b8b1f25c431877bbc5e20c7ba4801777f9c190a20494b,1111111111110
\x0017c8640749ba69554bff2df71ee519d12c521db06634cd2165c8dc0e6bdc3f,10
\x0017f5ccf7d43a5ecc8162b6a29207cb71c907eba9fca9be430dee92dbf5a41b,11111111110
\x001811e996339f7dd17bab93998dc969f6f32a12562e93fea6017affaa902d26,1111111111110
\x001829fabe363edf12c4ff6140690289c92bc157c0ea053db16f14ace01d6a1b,11111100
\x00183b344fe7a0ffc9676715431035bf29c8e6cf8bcc915f9e5272882ec637f0,10
\x001880d78bbb56b2db4e5fce8c3599fc11fbff8c1f680d98125708ab2920addf,1100011111110
\x001918d3da3db69641d7e6be295cb88f9c27b0dea5c4a99405df0aa06b0e2a68,10000000000
\x00194cc6992d32ca32db3503f1bcf2f6287411390fcbd250a5726149b0aafb4a,111111110110
\x0019736559046868742bb9d66a7aa68d5b0cb0e961beb0c616696b1eb9d054a0,1111111111110
\x001999faccbc33dd4ed8c1c67d05aa519264ac7e15d14d496529104b57c0ebcf,11111111110
\x0019d42f9ccf3df08405cb03772599fc36c86374c99b68d182446d6f328bcefd,1111100000
\x0019de9edcb5d0e0798e3922cd7590d5ec62a4036a620935021e79736a271c80,1000100001000
\x001a08a1ac10def7a00065d30f944f93bced5f17dde4035652518560608d049a,1100000
\x001a2c5deb4f117133e6a4d47fad289794df1fa4193bd2e5ec181cfe18db66e5,1110
\x001a31e3c9653f94657fc1e2b4d5479e1b5bc8f7f59c52ae074f99429e325680,1111111111110
\x001ab195702f572448f01cabc72933b6138be721622a7e198657dc978a058fe4,1111111111110
\x001b48445e49dc90d98310b9f7e40da7066a100c292ce93765984424be007455,100000111110
\x001b981b8685f35be85be105f6664df05d94f4f088702798d696ebd8cbdb8e74,100000000
\x001c00cd6eae8f510b8fe4a8e840d87e9f23581fbbb4fbd610a8573f25a06a25,111111111110
\x001c6de9c8d47a33c1741311b58feed74d79a8e746e4bcded343cb52fa826d47,100
\x001c96c55678de5ea4bff1d56747107f83884f7a9ba2754aa23becc36a0cbe7c,1000000000
\x001d070c006339c15ef8e6b950698e6e1dea7bdb1fd624584e070e51fe1ca5f7,1011111111110
\x001d30b423c064781980f7d95fa47165705a9f9db2b84c0a5fc045954ee06d00,1000000000010
\x001d3230e3480d9896e70b8de7527ccf9ca710238fc9b4a4ff68dd0ac887bb5d,1000000000
\x001db85c80b9f69d992b533c447f9d553a5a6e5e161423e02006b59ea5504252,1111111111110
\x001e04469be7f98e8078d77d7038c525cbbde7d867d0f8bd11c72c518f425177,1110
\x001e4c8bb4267bef0ebc5dcc710a408f8edb504759ab600f03d4500ea88af229,1111111111100
\x001e516c7626ec21be5e0074f9a4bc82ad64b7ffedbcb06ee3ccb32ad1fb8ec8,100
\x001e659d704fca36326296535884835bcf5f8e91143101bd9a27f2dd44e28107,110000000000
\x001eab0345eb4e8c279d45fbbacbf0aead5bfc6ff8fd5e635d71071341b75b9e,1111111110
\x001ef80323b40781b8e6564d00eca11dd62225ff0b8820976bf746a04191d2be,1111111110000
\x001f3df9071a6926b5dfb872fabf7a0b1c6993e4c97c0cee5c56c3ba7395d901,110010
\x001f652201cc80c99519657a130e2fbb34e209eac7c8c2166f12d8a866ca08d1,111111111110
\x001f9d6d7706a433f730688085841edbb4be43249915b932dccbcaef955e25ac,1010000000000
\x001fac2a2cbbfdc4d082ab3082e46a9a121b5ac76a08aef7b6b37980b63de756,1101000000000
\x00209bec797d5d266657a594b6cd57ecd54700f81123e3d91c8dc35473f91573,1011000000
\x002152eaa1175a50e4648326b81639ba6d0bde78e2913af8666b6ba0d4fb8803,1101100111100
\x0021aef5c1ead454d3ae88b199ea660fcfbaef8a083d9c03bdbd0d4a7062b1d5,1111111111110
\x0021cde3981eb2d0ceccdb7745f50e00f42930cec0347dd914638a578c0d66b9,1100000000
\x0021d08cd430268beb87af303d9933d011cbf7e52b8a7f556d0be4bd83e8aff7,1111111111110
\x0021e072e409a3e2ef13541eb84b0a1455007c08e9f19be6c6ab44fd31bfec1c,111111111110
\x002201fb8262fada308d470afa34068c8da3a3e38614470d0215318211336622,110
\x00221ca06b7febe83ff4a952eeb771532a5b81dce541641adebd5e343b8c6116,100010100
\x0022642875749c647ad121b4638a4a22e15ef3b6605d769a70fe137573f61b06,1111111111110
\x002298ca60004007d0a7d7893d8c538682bad176a33ce073a13b8051c8c024f1,111111111110
\x0022f05b8d87c4de6ba7a64d7fa23197263464bcc6a8610e134c6dc24c6dc59a,1111111111110
\x0022fe9671a0e3e136f3bc9c5ba25e2a21aacd3b5439c1e8565b7907a361a999,101010000100
\x0023249103f1bce2b72caf8a70fbfacd6de90922ca8ed6907df6b05409b542bf,10000000000
\x0023abdf96e5de8cbd1bfe5eb94344e36fda90e5a586fcc4d12cfb8f06bbcc7c,10
\x0023aeecbb66100bd67fb876448e97bae5c10c25265b75345357b354819d1f61,111111111110
\x0023dccae66e27d0305c2c12377d3ec309282423e5c17e1bd1433af8ce36bd9a,1111111111110
\x0023eaea40b59892bfda2807ccf7dd59a24805120afc389d01e8b4723e2a89ce,10
\x0023f7680a0ed13c6988fb6be5caf1b4975bafbb385b4ec79197f49b7b2b2319,1111111111110
\x002406bb59fdb75810b0bc2cff8cdb7740860f23938d959ac191afbdac3cf679,111110101000
\x00241f73793fbbdf7cf81cce09b078538313edeb3fcd66dd34048d0b9cea0f12,1111111111110
\x002433d16e55dcc8bbb6111dac5dd452f97b6c1983f9ece616c4228fc6ebbf59,1111111111100
\x00243f94980ea2747cd355a00deef8384f2f9dc4fbf971c4c0c1daaa238d46fb,1111100000000
\x00250a29ba6807e8d3536c475b1f35e471e22c4b9b1531c91c2642d2363039c8,10000001000
\x00254d95509574ad89bb51f8c9646307b16ffbcf291c1e09e42009a7884928e7,1001011111110
\x0025527fc8fdbe3fa5bfa71c0725c0b9b585519dfdd05e5fe41cd3c20035cc91,11111110
\x002557c6245729b5938c58fc4b2557be6aa8abf8d48ec974b658385b3c3a4f95,1111011111100
\x0025702cb6f7eb8a5cc7f86d0692dcb193dee493934b4a14ceb4e2b98384dfe3,10000000
\x0025baca0dff8b62886a354d6fc7980e20f51dded858394529d59a3f273edbf6,1111111111110
\x0025df4fe104a3e09b8430015b02ecdd44f8b1c7b1388b417294cb56dacc69d4,111110
\x002618ec9569af8143b56c4f89a64e9ac9b43a8e86d956802391d23ec6f27a90,1111111111110
\x00268985a47599b2ab3ed8aa1d809192232161e01a270203b7197da3e171d940,1100000000000
\x0026af5262c7923d2ce65031308afcb2e1276daadee0d3865799625854e135b6,1100000000
\x002768b9eb523f7f28cefd9e6884c6d29780433df69acd5579309b4774ab1367,1111111111010
\x0027ee4c7ac93600bc7157d99f6a08d3421a053e274c5f04ef62809d95fc6f6a,10
\x002808abae57fd735901556c0d20f037e5406952e7b8c4319dc3165a570b2aa3,11111110000
\x002810f3c782424216148485104c41f1e9bd73eb5b75b32531fee290bc61cc57,110
\x00284a4274b0a4836e2b67edbe63ef8c9bf2a2ff7afb713c7916f1f55e8a6ed4,1110000000010
\x0028d775ae532b3dfe68757325044dd7128b8b9a172c047726374359006d573f,1000000010100
\x0028e584406eaa4b11d8d8b7b23ebe4ac953cb232803db6926ad7025800c1114,1111111110000
\x0028e9c31491f9d0be1b8b3f5cc2ccfef65bea3812f7421ab553dad4b18d7fd1,1111111110110
\x002923c16d239b9411ebee01b873dfe80318006fe87eaaa9db46c98973a0b9ab,1111111111110
\x00294492be2400dcd9dc5d688205add502af5c55e5ba6f2bbd1f0dfe8a601f02,111111111110
\x0029b72e8e885dc31f48983e5fcf53bf1a98b476eba0c3f607d4901df3f0241e,1111111111110
\x002a32af7a6982a66adc34dc9e6307232beaf00aaca4610872afbff526dc1b2e,1111111111110
\x002a644fcb16d3713c9825933480310d0fee58c845a252b7b84b5b59eed91cf2,1111000010110
\x002af471a21456cf73f2de57d45899963df483d2b8bb7d2bc8482bb6ac066c71,1111111111100
\x002b165d684ef3c56cc257f6e5e9ccb13c0dd022d80b245e0670dd2b76013bb9,10000000000
\x002ba864861b377cb6f5070accc39a70a86b8fa42ce5651ce3d18c81cbe60afa,111100000000
\x002bbf7b67c372c0499808c6e614bb17e9bb453e27f8fe675d7c2fc86b423a8a,1111110
\x002c327a0ed220849cd21856520545faf7ff0975fb23356f06472e6333f7c86e,10111110
\x002cc0ea5e6c9c0a46a273224797fc9b867a059a5fb56ad990840777672bd812,1111111111110
\x002d66023d7a18514c5c93f998c7ac3480b7a769f1140bca24af233182985b55,1100100100
\x002dabcecb380750f5ff106871650528a23d655e3ce80ec9bd636a26eecd0c1b,1111111111110
\x002dd6e1fba9009dece8cc935e70ec518afc0434e604b06a37dd31640049a422,1111111111110
\x002e2c31be1126f231003cedb7ec4577a9b180ee02d3147a0ab9b3210295e1a8,1111110
\x002e343fd8ae8896721791de4997046cbd0312b12f02ba85da4900e28ac54a70,110000000000
\x002e4b4821cdc663eccfa61d8e9809d69082f347fbbef1f54c5903201e0cccfd,111000001000
\x002e4d9a2b25d913be7635534f8dff0a72968e60042fe89210a545808e25b06e,1111111110
\x002eef64ff374ca2af4d38d70cf1c2a1e4d94895d8aa14a63824e386d9ed6fcd,111011110000
\x002f19caa4f6c141d09b7f84229292b9f1b119daad0dfdcaad26368589af5e9a,1110000000000
\x002f287b1e0d619e5557c2aae29e5085163f0121b34a5561bd42ecdf4ef45949,1111111111100
\x002f367583d4787d070e6bad04896dbb2d330100470a5a7fc81bcae7ef80df32,1111111111110
\x00302aa8d1c77ebac72546f535bdbe8fa1bbc93e2668ce14574cef58715da6f3,1111011111110
\x0031091084b7124c946265d324206508c894d804998b4644d31ad44ce8b44f9a,100000000000
\x003111dea46edc451e88be97683a7e8e1714a736446fd1d1d906a28a502ee67c,10000010000
\x003162cbda40c14eedd50689ecae67e9103eb2255c868dbf9bb63590c86fe201,10
\x00317a01a57450de6ebeb269e26c76b42154c33b9d61b0c3ad1e9bfa10a2a171,11100000000
\x00319ca2d2bc5f8208e60f9df509b8fc79c084bfe7f134654e5044ad49583dd4,11110
\x0031c77ac57f5af1199bdf5253688460010cc7577a2f52fc6cce91e5a48b52ef,1111111111100
\x0031f27c4833f6f5e4be9e599cbfa65d75de8599267e660d36765b2b61625d67,1111111111110
\x00324195befbf6353ca82761bf49a72a091abdf4f0a59b4f13b3898eb4d120b7,1111111111110
\x00327488ea42243c3c1edcd1f1f5e0c6180e526c59032106ef7221e0cac92a61,1111111111110
\x0032905abee758711b2e59a0379747b204717254e5e94ad99c84de005e612a2d,111111000010
\x0032987d58301a86fd062dbdff11d75429e7c0d16a5753c1945ef586e942e087,11110000000
\x00338e783191d2ddd8fbef287da9757e19050679b2263a954a22dda740fb092d,110110
\x0034169b4b341a9170c80ef052b5fde6732716b6ed85aba62709f4c7bfbe022f,1100000000010
\x00343a0b176d8975acde4bcf76492ef6f1922d8157df79a8a5bda7f89f7151d6,1111111111110
\x00346a81ca579548f5f8f1eb5e1ce304b6c1d875c927d44a05d5324c7c027e0d,100000
\x00349f6291464df1c27a3f97e403b4c421b1268955ccc99e93ba54e20f651fd2,1111111111110
\x0034b4d04efff8c3d45265ad5017eab96f6aaa332450ba6ab7f5938584db30dd,1111111111110
\x0034c5022090954afeaab7bc73977fcfe928900e0ff02560746b9f932e8438d2,1111111110
\x00351d220c4783a981d307d0b374c032f6b0da25050d9de79d645837b2e386d1,110000000
\x0035288f1a2cf64fe7b6fbc977026fa9ad0738d28ded2ec0e90af5e343ec47f6,1111111111110
\x00356540edfe6fcf61064c363271c0a14e1587614dc778ed0ed9ba6ac27c412a,1100001101000
\x00359474ee82bd77da1e5a786ae7bc9b3f88b0501f7085fdf69a234d926f76a9,10
\x00360d7f791ab273aeeada35213433f9d1ae27ec8afbb01a4f2be1e98433b265,11000
\x0036278882c1b007e63b687585e221c295e21483dba35386c799d65750160a68,111111111110
\x00369056a12ed287f76a20dc3c8ccaee8e3a8713e71924b3d8f7433ef507f3bd,100
\x0036a2df274b1c6cffe726f47c42bff694c09f4b275fb637798da88f886942d0,10000
\x003719c8b0abca2f3635dc03d7b7494a939fcd1b23eec438e712cac7914fc356,1110000000000
\x00371d9108dbe00eb090560ef56d0efbeae6120dfd868d5841820c4cde3a04de,10
\x003725beabdb48b5132ba85eb1415186d09c951a449f788a1edb4611ce0289e5,1000000000
\x00373ccbcb9416923fe775c0e49c13357568ed47116c7398003b814004d3bcbb,110000
\x003779c5cb12c539761cc8ec757bd60525e0a1e7ce2d504dfb3cf94ccfb09174,1111111111110
\x003790bf602ca99a3b92565995906ca05adfca64e646ee9ffa9f3745048cbf9e,1111111111110
\x00382a6f82ce7049276b393d97f942aee34613c38a88c023d2bae5d927a88abc,1111111101110
\x00387ab56ab967fa89b5748b29fe7a69c24f4520d02999173b978fe65ddce2c1,1111111100110
\x00398ab9c31dccc56907314b95d7bede98f43c396822566133cc2b8967819c04,1111111111110
\x0039a49dacedda914f77989503686f8768dc968a0a587dcbffedc91da69c40b9,101000000000
\x003a1326e94360eebf5695138e76fb50750246fd70f7d759d7a99313dc204e89,10
\x003a23a0ded5788e04d60d15d869a43d53486d137049542e7264b5fe1f0a9d96,110
\x003a41ff127efc361f16832f0844b2a04fb55b1696ef1dde57cc17817b862bdc,1111111111110
\x003a62014788aab9b46fcab30b8a8c40161791646c6d9ac7cfe21cc9bbc2c18a,1000110
\x003a908d7c9d95f9293ecca63e8a46f5aa0a806fd94d152eb832bd3450ab11bd,11110
\x003ac1619b9e1bf9a906de265e5963fec151e7b4ddf57e1fa29ddef5ad819342,1111111111110
\x003b8c018b48f886000165972547927c9f702ef843079702013b9031cca16c2d,100010
\x003bd60e80ea5cc50fe01696881791353adb825dfad41c8df9ba796951723af0,1111111111110
\x003c539a2b84631058539efe1a88d0685418c15003629f5501e4b93f83c5e225,1111111111110
\x003c700379c3eeb3b0dee628a57eeb5feb66c6ec8c2d591b28dfeb7f22fb84f5,111111101110
\x003c821c2813dfb612734298b03f70cf189d9135d693c4a10d411e00779c1f7b,1111111110010
\x003cd382a26352e461d6295d53cd2ef271b12fa26bb93218a41da5b02e3932f4,1111111111000
\x003d266954308f96ca52225315616fb42e347d7bf8041243ca5ca3a5c85408d4,10
\x003d3667c57706cbe89973af734b3a0f8898c86285c61f557a8af6be01d07788,1111111111110
\x003d477987756ac10aef76205641ce5351a2fe0fd98cc6da27f35c6b8552e16c,10000000000
\x003d48125b4a87dd1f6f5b403751d5697ab19c6a9598de7e701d681e010d16ed,11000000000
\x003de64a7bcbf7ed8950716bcdbc8695a14ef17994f7c5c62e9ef275321a208b,1111111110110
\x003df5121243ea989f83374a7f6e69608956036f902e6ba69c01a907b3dc4adb,1010011110
\x003e98e462f446c90dfeb59c5b84f59c04c7d33abfec5616dda8b2adfd0ffc45,111110
\x003eac919186189563acc42f217298a91155daaeaf27d89a8869eb2bd2e6cb3d,111111111100
\x003eb43298faf2289f79efffbcdea55a834ee9643879b55deb4300c0d8340a36,1100100
\x003ebe9b8e5747d77072cca805d1cd65c5d3d813be3db6b59e6e54e345a3ed5c,100011111110
\x003edd47018626653376fdcf98cfc6c515943ec706815c9c2f00e954030b8986,1000000
\x003f15fc69d3190c50c9bf17de070b9b2f4b7b6d289f72a6360f163bc1b6ec89,1111111111110
\x003f26da0652d394a4d6636245e6d2b6450c83219cbf21c42aa152918ed67250,1101111111110
\x003f3e0d3ba0b92d89629ed0d56d9d650f8e6329efd731b0f57d7104be111bfa,111110
\x003f591b3d77e7824a32d9125e2068af92f5188028d0811702232ccd1cd669ff,110000000000
\x003fb02041e47e12c4c3b454bf5c29216617d909a3aa6455e041d8ba6e28f4eb,111111110
\x003fb6c42f9e3cad52611404211325f3c79e7805aec4f07d4040d7c83fca22a8,1111110
\x003fe9538b76681fa41a30c5db989c484cda8e65e7d2ed4ea781dd258c01a1d8,100000000010
\x004018c2cd9c911541841b79e0787b198ff7fd95d953e1b16261963c2b09dfa5,1111111110
\x0040adde0146ef224be0a975ba9d7ae1970daa8e2505b2af04fdc88576ac1f54,1110001100100
\x0040b9fb4e8d4e0d1ba30769cfb41e4b22b9bd434fc89f37874cf9745fcd99ae,1100
\x0040cd412ed5685a706a336e1a37fc0ed8b345dfea1c938b929f32bb66da920a,1111111111110
\x0040f609ddae862c0d879070ed8354cae38e65a9669f4a771e016ff957bde57e,11111110
\x0040f700d22fb90e60f1ac97a378046f1fc84cc0b70bdceab9e945921b51039d,111111111110
\x0040ff1851bbd79d7a34f8d8e6a4dff19be554456464dd36ddaa7451085c9631,1101001101000
\x00411bd86c1f14e1877141dad63170e10a6ad5b979f14c09c727b75e75e319c3,1000000010000
\x004132c872cee734fa6ef04033a01a8569f21040b36b7250372cebdf556e7996,1111111111110
\x0041ba9330462514d6cf47e6cfcaaa2ee00a2ac03e37aca0e91b4edb6d52f599,11111110
\x0041fe8b6d173c8c4865ba206cd4cfddee96af476388dbbd6a03aba738612bbd,1111111111110
\x0042a15bf66a9bda5965e019a97cb2f5334e0ec6271cdbbda76d289e884adb98,1101100000000
\x0042dfca52d916665ccb3d82c5a791939bcf4a184b44f8c19154082d8ec06fc4,1111111111110
\x0042f5d6f867b9b71840009c9dead8742f62b066ce0237feaa5102232a1e32cc,1110
\x004324287dd3a4c8e57eb73be59991410ab8fcca2ec95e458b401b7fc5a721e7,1111111111110
\x00434342829e69a43d140a18882f17af04bec6b27df03fcb4018e065b86de4f3,1000000000
\x0043bd098bbdb5ae456bd56e76d4899003d6a2a514a1f6bd79615d2a1efd519c,11111110
\x00441d283123259834adfed895f9bd24328963cf9b11a28099b0e1d7d7de5656,1100000000000
\x00441ed91216c28f90ab1366f415da1e706e1b1784c15b9cd69d2f016c9daf12,111110
\x00443cea0dae911eb52c67faf2c41a6eb326daf471e43f0e1818e13db151700e,1111111000110
\x0044c16a58cf5f80043f50628b215697d7a840c58330a68e1be68de981093646,111111111110
\x0044cd42f07b80ff51aa6514174ad3a9b135d8cd6bb293c5665c02f4cddea696,1110110011000
\x004538f75492e10afb8297f26153f5cacc14ff44ce92037326378c001974af06,1111111100000
\x00455c53ad292a301758e2639321ced94e34335945dca116d3b0f20b853cb63f,110
\x00457610305d7efc5f8dd4d5572bfc1ae9a6597cc2917f7215edabcacb7daaea,1111111110
\x0045d8b668cc48a0130c03130019f87964a70887d3011d42e24311cd8d0bca1c,1111111111110
\x004603dfbae9e32986fa8d620a930bb6394ed1a14bca8e5ef63b0ef5224bec1a,1101000
\x004616288cffcab88c5f1e7798c291c00ed005e15f57cc2d8b8fd2d94e86371f,1000000000000
\x00463f8745fb61101c5b591cb5b13e5d9c2f811143fc3d7d817f4b44f2d1ff9e,1111111111100
\x004662f2ee7041d7c487b23d27e0f22f0c40c014a07b6a93d453ea937ece33f7,1111111111110
\x004667bf366f3568434c64c25469194fe25b73ef130d607785d9dc716a05da6e,1111111111110
\x0046f37b40382029225700fab8ddcac37feac5e46c37e526360c55910dc90df8,111100000000
\x0046f6e1dbbbdb036779688868ea859efb5e2bea98160247a4f61baa085325f4,110000000000
